,rank,company,industry,headquarters city,country,revenues ($m),revenue percent change,profits ($m),profits percent change,assets ($m),profitable,sector,employees,ceo,website,market value ($m),ceo_woman,fastest_growing_company,change_the_world,world_most_admired_company,global_500,previous revenue ($m),previous profit ($m)
309,310,hartadinata-abadi,Nhà bán lẻ Chuyên ngành: Khác,Bandung,Indonesia,844.5,81.0,20.1,17.5,327.0,True,Bán buôn,1404.0,Sandra Sunanto,https://www.hartadinataabadi.co.id,115.0,True,False,False,False,False,466.5745856353591,17.106382978723406
310,311,airports-corporation-of-vietnam,Hàng không,Thành phố Hồ Chí Minh,Việt Nam,839.6,42.2,355.2,14.8,2776.0,True,Vận tải,9820.0,N/A,N/A,2104.0,False,False,False,False,False,590.436005625879,309.4076655052264
311,312,gp-industries,"Điện tử, Thiết bị Điện",Singapore,Singapore,837.4,-7.7,16.1,-45.9,1032.0,True,Công nghiệp,6620.0,Victor Lo Chung Wing,https://www.gp-industries.com,179.0,False,False,False,False,False,907.2589382448537,29.75970425138632
312,313,thanh-le-general,Lọc dầu,Bình Dương,Việt Nam,836.9,-23.3,4.7,218.1,378.0,True,Năng lượng,2452.0,Pham Thi Bang Trang,N/A,61.0,False,False,False,False,False,1091.1342894393742,1.4775227915749765
313,314,mnrb-holdings,"Bảo hiểm: Nhân thọ, Sức khỏe (cổ phần)",Kuala Lumpur,Malaysia,835.3,7.0,26.9,-2.0,2802.0,True,Tài chính,1042.0,Zaharudin Daud,https://www.mnrb.com.my,287.0,False,False,False,False,False,780.6542056074766,27.448979591836732
314,315,acleda-bank,Ngân hàng Thương mại,Phnom Penh,Campuchia,826.1,11.5,148.4,-18.5,9792.0,True,Tài chính,13503.0,Raksmey Nguon,https://www.acledabank.com.kh,2190.0,False,False,False,False,False,740.8968609865472,182.08588957055215
315,316,viettel-post,"Chuyển phát Thư, Hàng hóa và Vận tải",Hà Nội,Việt Nam,822.3,-11.1,16.0,45.8,265.0,True,Vận tải,17830.0,Hoang Trung Thanh,https://en.viettelpost.com.vn,368.0,False,False,False,False,False,924.9718785151855,10.973936899862826
316,317,bank-mega,Ngân hàng Thương mại,Jakarta,Indonesia,821.4,5.3,230.6,-15.6,8577.0,True,Tài chính,6244.0,Kostaman Thayib,https://www.bankmega.com,3800.0,False,False,False,False,False,780.0569800569801,273.22274881516586
317,318,hour-glass,Nhà bán lẻ Chuyên ngành: Khác,Singapore,Singapore,817.6,6.7,125.5,9.4,794.0,True,Bán lẻ,248.0,Michael Tay Wee Jin,https://www.thehourglass.com,762.0,False,False,False,False,False,766.2605435801313,114.71663619744058
318,319,petrovietnam-technical,"Thiết bị Dầu khí, Dịch vụ",Thành phố Hồ Chí Minh,Việt Nam,813.3,16.2,43.1,1.8,1089.0,True,Năng lượng,7209.0,Le Manh Cuong,https://www.ptsc.com.vn,749.0,False,False,False,False,False,699.9139414802065,42.33791748526523
319,320,sumber-global-energy,"Khai thác, Sản xuất Dầu thô",Jakarta,Indonesia,808.8,14.8,45.2,10.6,297.0,True,Vật liệu,46.0,Welly Thomas,https://www.sumberglobalenergy.co.id,530.0,False,False,False,False,False,704.5296167247385,40.86799276672694
320,321,thai-president-foods,Sản xuất thực phẩm,Bangkok,Thái Lan,803.5,4.6,108.6,36.2,1332.0,True,"Thực phẩm, Đồ uống & Thuốc lá",6200.0,Pipat Paniangvait,https://www.mama.co.th,1850.0,False,False,False,False,False,768.1644359464627,79.73568281938326
321,322,bermaz-auto,"Bán lẻ Ô tô, Dịch vụ",Shah Alam,Malaysia,796.9,43.3,68.8,85.5,401.0,True,Bán lẻ,985.0,Lee Kok Chuan,https://www.bauto.com.my,566.0,False,False,False,False,False,556.106071179344,37.088948787061994
322,323,sis-distribution-thailand,Nhà bán buôn: Điện tử và Thiết bị Văn phòng,Bangkok,Thái Lan,796.8,-4.2,18.6,-5.8,297.0,True,Bán buôn,797.0,Somchai  Sittichaisrichart,https://www.sisthai.com,262.0,False,False,False,False,False,831.7327766179541,19.745222929936308
323,324,malindo-feedmill,Sản xuất thực phẩm,Jakarta,Indonesia,792.0,5.8,4.2,135.0,358.0,True,"Thực phẩm, Đồ uống & Thuốc lá",3616.0,Lau Tuang Nguang,https://www.malindofeedmill.com,74.0,False,False,False,False,False,748.5822306238185,1.7872340425531914
324,325,digiworld,Nhà bán buôn: Điện tử và Thiết bị Văn phòng,Thành phố Hồ Chí Minh,Việt Nam,790.0,-16.2,14.9,-49.1,307.0,True,Bán buôn,811.0,Doan Hong Viet,https://digiworld.com.vn,389.0,False,False,False,False,False,942.7207637231504,29.273084479371317
325,326,indo-rama-synthetics,Hóa chất,Jakarta,Indonesia,785.6,-16.1,-40.8,-195.9,821.0,False,Bán buôn,7474.0,Vishnu Swaroop Baldwa,https://www.indorama.com,129.0,False,False,False,False,False,936.3528009535162,42.544316996871736
326,327,nam-kim-steel,Kim loại,Thủ Dầu Một,Việt Nam,780.7,-20.9,4.9,192.5,504.0,True,Vật liệu,1336.0,Vo Hoang Vu,https://namkimgroup.vn,228.0,False,False,False,False,False,986.9785082174462,1.6752136752136755
327,328,regional-container-lines,Vận chuyển,Bangkok,Thái Lan,780.3,-48.7,43.2,-93.9,1641.0,True,Vận tải,823.0,Twinchok Tanthuwanit,https://www.rclgroup.com,460.0,False,False,False,False,False,1521.0526315789475,708.1967213114762
328,329,samudera-indonesia,Vận chuyển,Jakarta,Indonesia,772.4,-32.9,74.6,-64.9,1257.0,True,Vận tải,4721.0,Bani M. Mulia,https://www.samudera.id,279.0,False,False,False,False,False,1151.117734724292,212.53561253561253
329,330,sarana-menara-nusantara,Viễn thông,Kudus,Indonesia,771.1,3.6,213.7,-8.0,4444.0,True,Viễn thông,2210.0,Ferdinandus Aming Santoso,https://www.ptsmn.co.id,2472.0,False,False,False,False,False,744.3050193050193,232.28260869565216
330,331,m-cash-integrasi,Dịch vụ Internet và Bán lẻ,Jakarta,Indonesia,768.3,-7.5,0.0,-97.6,129.0,True,Công nghệ,670.0,Martin Suharlie,https://www.mcash.id,62.0,False,False,False,False,False,830.5945945945945,0.0
331,332,quantum-clovera-investama,Tài chính Đa ngành,Jakarta,Indonesia,766.9,-7.3,-3.7,45.1,189.0,False,Tài chính,225.0,Budi Santoso Asmadi,https://quantumclovera.com,10.0,False,False,False,False,False,827.2923408845738,-2.5499655410062028
332,333,osotspa,Đồ uống,Bangkok,Thái Lan,766.1,-2.6,69.1,24.8,710.0,True,"Thực phẩm, Đồ uống & Thuốc lá",3171.0,Wannipa Bhakdibutr,https://www.osotspa.com,1742.0,False,False,False,False,False,786.5503080082136,55.36858974358974
333,334,hana-microelectronics,Chất bán dẫn và Linh kiện Điện tử khác,Bangkok,Thái Lan,765.8,-3.2,50.6,-15.9,1028.0,True,Công nghệ,8164.0,Richard David Han,https://www.hanagroup.com,925.0,False,False,False,False,False,791.1157024793388,60.166468489892985
334,335,smartfren-telecom,Viễn thông,Jakarta,Indonesia,765.6,1.3,-7.2,-110.0,2926.0,False,Viễn thông,2431.0,Merza Fachys,https://www.smartfren.com,1322.0,False,False,False,False,False,755.7749259624877,71.99999999999994
335,336,hong-leong-industries,Nhà bán lẻ Chuyên ngành: Khác,Kuala Lumpur,Malaysia,761.2,30.5,64.8,29.8,579.0,True,Công nghiệp,2460.0,Jim Khor Mun Wei,https://www.hli.com.my,705.0,False,False,False,False,False,583.2950191570882,49.922958397534664
336,337,serial-system,Nhà bán buôn: Điện tử và Thiết bị Văn phòng,Singapore,Singapore,759.0,-16.3,-14.8,-221.0,399.0,False,Bán buôn,800.0,Derek Goh,https://www.serialsystem.com,33.0,False,False,False,False,False,906.8100358422939,12.231404958677686
337,338,bumi-serpong-damai,Bất động sản,Tangerang,Indonesia,757.9,9.8,127.8,-22.1,4341.0,True,Dịch vụ kinh doanh,2146.0,Franciscus Xaverius R.D.,https://www.bsdcity.com,1199.0,False,False,False,False,False,690.255009107468,164.05648267008985
338,339,sime-darby-property,Bất động sản,Petaling Jaya,Malaysia,754.3,20.8,89.5,24.5,3470.0,True,Dịch vụ kinh doanh,1520.0,Azmir Merican,https://www.simedarbyproperty.com,1398.0,False,False,False,False,False,624.4205298013245,71.8875502008032
339,340,polyplex-thailand,Hóa chất,Bangkok,Thái Lan,754.0,12.2,59.5,-45.3,755.0,True,Vật liệu,805.0,Amit Prakash,https://www.polyplexthailand.com,232.0,False,False,False,False,False,672.0142602495545,108.77513711151735
340,341,vinacomin-coal,"Khai thác, Sản xuất Dầu thô",Hà Nội,Việt Nam,752.5,33.0,7.5,-48.0,99.0,True,Công nghiệp,150.0,Pham Minh,https://www.coalimex.vn,35.0,False,False,False,False,False,565.7894736842105,14.423076923076923
341,342,kpj-healthcare,Chăm sóc sức khỏe: Cơ sở Y tế,Kuala Lumpur,Malaysia,750.3,14.8,57.8,52.0,1579.0,True,Chăm sóc sức khỏe,16433.0,Chin Keat Chyuan,https://www.kpjhealth.com.my/,1849.0,False,False,False,False,False,653.5714285714284,38.026315789473685
342,343,pharmaniaga,Dược phẩm,Shah Alam,Malaysia,747.2,-5.8,-17.6,87.7,417.0,False,Chăm sóc sức khỏe,3476.0,Zulkifli Jafar,https://www.pharmaniaga.com,103.0,False,False,False,False,False,793.2059447983016,-9.376664890783166
343,344,tembaga-mulia-semanan,Kim loại,Jakarta Barat,Indonesia,743.6,2.9,6.2,18.2,142.0,True,Công nghiệp,294.0,Kenji Yamaguchi,https://www.pttms.co.id,43.0,False,False,False,False,False,722.6433430515063,5.245346869712352
344,345,kulicke-and-soffa,Chất bán dẫn và Linh kiện Điện tử khác,Singapore,Singapore,742.5,-50.6,57.2,-86.8,1500.0,True,Công nghệ,2877.0,Fusen Chen,https://www.kns.com/,2460.0,False,True,False,False,False,1503.0364372469635,433.3333333333333
345,346,vietnam-export-import-bank,Ngân hàng Thương mại,Thành phố Hồ Chí Minh,Việt Nam,740.2,19.2,90.9,-27.9,8302.0,True,Tài chính,6234.0,Nguyen Hoang Hai,https://www.eximbank.com.vn,1233.0,False,False,False,False,False,620.9731543624162,126.0748959778086
346,347,syarikat-takaful-malaysia,"Bảo hiểm: Nhân thọ, Sức khỏe (cổ phần)",Kuala Lumpur,Malaysia,738.1,26.1,76.1,18.2,3197.0,True,Chăm sóc sức khỏe,1035.0,Nor Azman Zainal,https://www.takaful-malaysia.com.my,650.0,False,False,False,False,False,585.3291038858049,64.3824027072758
347,348,bumrungrad-hospital,Chăm sóc sức khỏe: Cơ sở Y tế,Bangkok,Thái Lan,735.4,22.9,201.5,42.6,850.0,True,Chăm sóc sức khỏe,4325.0,Artirat Charukitpipat,https://www.bumrungrad.com,5253.0,True,False,False,False,False,598.3726606997558,141.30434782608697
348,349,siloam-international-hospitals,Chăm sóc sức khỏe: Cơ sở Y tế,Tangerang,Indonesia,735.0,14.5,79.6,69.4,713.0,True,Chăm sóc sức khỏe,14142.0,N/A,N/A,753.0,False,False,False,False,False,641.9213973799126,46.989374262101535
349,350,sahaviriya-steel-industries,Kim loại,Bangkok,Thái Lan,734.2,-25.5,62.2,189.8,659.0,True,Vật liệu,1794.0,Win Viriyaprapaikit,https://www.ssi-steel.com,745.0,False,False,False,False,False,985.503355704698,21.463077984817115
350,351,ton-dong-a,Kim loại,Dĩ An,Việt Nam,731.9,-20.8,11.9,200.6,476.0,True,Vật liệu,1457.0,Ho Song Ngoc,https://www.tondonga.com.vn,97.0,False,False,False,False,False,924.1161616161615,3.958749168330007
351,352,krungthai-card,Tài chính Đa ngành,Bangkok,Thái Lan,730.9,9.9,209.8,3.5,3284.0,True,Tài chính,1649.0,Pittaya Vorapanyasakul,https://www.ktc.co.th,2990.0,False,False,False,False,False,665.059144676979,202.70531400966186
352,353,petrovietnam-general,Nhà bán buôn: Đa ngành,Thành phố Hồ Chí Minh,Việt Nam,722.8,-3.7,4.7,-0.8,391.0,True,Công nghiệp,2913.0,Vu Tien Duong,https://www.petrosetco.com.vn,103.0,False,False,False,False,False,750.571131879543,4.737903225806452
353,354,millennium-group-asia,"Bán lẻ Ô tô, Dịch vụ",Bangkok,Thái Lan,722.7,9.4,7.8,-55.1,450.0,True,Xe cộ & Phụ tùng,2952.0,Sunhavut Thamchuanviriya,https://www.mgc-asia.com,153.0,False,False,False,False,False,660.6032906764168,17.37193763919822
354,355,north-east-rubber,Hóa chất,Prakhon Chai,Thái Lan,720.7,-0.1,44.4,-11.2,490.0,True,Vật liệu,1034.0,Chuwit Jungtanasomboon,https://www.nerubber.com,277.0,False,False,False,False,False,721.4214214214214,50.0
355,356,multipolar,Dịch vụ Công nghệ Thông tin,Jakarta,Indonesia,720.1,-2.2,11.3,10.8,850.0,True,Công nghệ,385.0,Adrian Suherman,https://www.multipolar.com,177.0,False,False,False,False,False,736.2985685071575,10.1985559566787
356,357,waskita-karya,Kỹ thuật & Xây dựng,Jakarta,Indonesia,719.5,-30.3,-247.7,-93.3,6210.0,False,Kỹ thuật & Xây dựng,1517.0,Muhammad Hanugroho,https://www.waskita.co.id,359.0,False,False,False,False,False,1032.2812051649928,-3697.014925373131
357,358,gunung-raja-paksi,Kim loại,Bekasi,Indonesia,709.8,-24.9,37.7,-35.4,1229.0,True,Vật liệu,3725.0,Fedaus,https://www.gunungrajapaksi.com,306.0,False,False,False,False,False,945.1398135818907,58.359133126934985
358,359,muangthai-capital,Tài chính Đa ngành,Bangkok,Thái Lan,705.2,22.8,141.1,-3.2,4371.0,True,Tài chính,14438.0,Chuchat Petaumpai,https://www.muangthaicap.com,2602.0,False,False,False,False,False,574.2671009771988,145.76446280991735
359,360,sc-asset,Bất động sản,Bangkok,Thái Lan,704.1,14.0,71.4,-2.4,1860.0,True,Dịch vụ kinh doanh,1473.0,Natthaphong Kunakornwong,https://www.scasset.com,436.0,False,False,False,False,False,617.6315789473683,73.15573770491804
360,361,sawit-sumbermas-sarana,Sản xuất thực phẩm,Pangkalan Bun,Indonesia,703.0,-7.3,33.7,-72.8,767.0,True,"Thực phẩm, Đồ uống & Thuốc lá",18044.0,Jap Hartono,https://www.ssms.co.id,622.0,False,False,False,False,False,758.3603020496224,123.89705882352942
361,362,pruksa-holding,Bất động sản,Bangkok,Thái Lan,695.2,-14.5,63.4,-20.1,1996.0,True,Dịch vụ kinh doanh,908.0,Uten Lohachitpitaks,https://www.psh.co.th,685.0,False,False,False,False,False,813.0994152046784,79.34918648310388
362,363,metro-retail-stores-group,Thương gia Tổng hợp,Mandaue City,Philippines,694.1,-1.6,11.1,-34.1,427.0,True,Bán lẻ,7175.0,Frank S. Gaisano,https://www.metroretail.com.ph,70.0,False,False,False,False,False,705.3861788617886,16.84370257966616
363,364,garudafood-putra-putri-jaya,Sản phẩm Tiêu dùng Thực phẩm,Jakarta Selatan,Indonesia,692.5,-2.3,38.1,32.9,482.0,True,"Thực phẩm, Đồ uống & Thuốc lá",8842.0,Hardianto Atmadja,https://www.garudafood.com,941.0,False,False,False,False,False,708.8024564994882,28.66817155756208
364,365,kenon-holdings,Tiện ích: Khí đốt và Điện,Singapore,Singapore,691.8,20.5,-236.0,-175.5,4108.0,False,Năng lượng,325.0,Robert Rosen,https://www.kenon-holdings.com,1202.0,False,False,False,False,False,574.1078838174274,312.5827814569537
365,366,vinatex,May mặc,Hà Nội,Việt Nam,691.3,-11.7,7.0,-72.7,786.0,True,Bán buôn,27228.0,Cao Huu Hieu,https://vinatex.com.vn,237.0,False,False,False,False,False,782.8992072480181,25.64102564102564
366,367,malayan-flour-mills,Sản xuất thực phẩm,Kuala Lumpur,Malaysia,691.1,4.1,-1.5,-104.5,562.0,False,"Thực phẩm, Đồ uống & Thuốc lá",3839.0,Teh Wee Chye,https://www.mfm.com.my,172.0,False,False,False,False,False,663.8808837656101,33.333333333333385
367,368,thoresen-thai-agencies,Vận chuyển,Bangkok,Thái Lan,689.4,-17.8,35.0,-62.6,1251.0,True,Vận tải,108.0,Chalermchai Mahagitsiri,https://www.thoresen.com,310.0,False,False,False,False,False,838.6861313868613,93.58288770053476
368,369,putra-mandiri-jembar,"Bán lẻ Ô tô, Dịch vụ",Jakarta,Indonesia,689.3,-11.2,14.6,-22.4,298.0,True,Xe cộ & Phụ tùng,2097.0,Fritz Gunawan,https://www.ptpmj.co.id,112.0,False,False,False,False,False,776.2387387387387,18.814432989690722
369,370,super-hi-international,Dịch vụ Ăn uống,Singapore,Singapore,686.4,23.0,25.7,162.2,577.0,True,"Khách sạn, Nhà hàng & Giải trí",11186.0,Li Yu,https://www.superhiinternational.com,1130.0,False,False,False,False,False,558.0487804878048,9.801678108314263
370,371,parkson-holdings,Thương gia Tổng hợp,Kuala Lumpur,Malaysia,685.2,3.2,-4.2,83.1,1858.0,False,Bán lẻ,6700.0,Cheng Heng Jem,https://lionind.com.my/parkson,58.0,False,False,False,False,False,663.953488372093,-2.2938285090114694
371,372,bts-group-holdings,Đường sắt,Bangkok,Thái Lan,685.0,-28.3,52.1,-55.5,7954.0,True,Vận tải,5880.0,Kavin Kanjanapas,https://www.btsgroup.co.th,2255.0,False,False,False,False,False,955.3695955369595,117.07865168539327
372,373,scgjwd-logistics,Vận tải và Hậu cần,Bangkok,Thái Lan,682.8,304.2,21.9,51.8,1141.0,True,Vận tải,4120.0,Charvanin Bunditkitsada and Bunn Kasemsup,https://www.scgjwd.com/en,718.0,False,False,False,False,False,168.92627412172192,14.42687747035573
373,374,tisco-financial-group,Tài chính Đa ngành,Bangkok,Thái Lan,681.4,13.8,209.9,1.5,8464.0,True,Tài chính,5496.0,Sakchai Peechapat,https://www.tisco.co.th,2100.0,False,False,False,False,False,598.7697715289983,206.79802955665028
374,375,double-a,Sản phẩm từ Rừng và Giấy,Chachoengsao,Thái Lan,679.8,1.4,49.2,85.2,784.0,True,Vật liệu,2591.0,Yothin  Dumnernchanvanit,https://www.doubleapaper.com,496.0,False,False,False,False,False,670.4142011834319,26.5658747300216
375,376,coteccons-construction,Kỹ thuật & Xây dựng,Thành phố Hồ Chí Minh,Việt Nam,679.1,32.5,2.9,519.1,1009.0,True,Kỹ thuật & Xây dựng,1985.0,Vo Hoang Lam,https://www.coteccons.vn,262.0,False,False,False,False,False,512.5283018867925,0.46842190276207396
376,377,igg,Giải trí,Singapore,Singapore,672.6,14.7,9.3,114.5,474.0,True,Công nghệ,1976.0,Zongjian Cai,https://www.igg.com,477.0,False,False,False,False,False,586.3993025283348,4.335664335664336
377,378,anabatic-technologies,Dịch vụ Công nghệ Thông tin,Jakarta,Indonesia,670.4,27.3,15.5,233.0,353.0,True,Công nghệ,1596.0,Harry Surjanto Hambali,https://www.anabatic.com,55.0,False,False,False,False,False,526.6300078554594,4.654654654654655
378,379,can-one,"Đóng gói và dán nhãn, Container",Petaling Jaya,Malaysia,670.2,-7.1,7.3,-64.9,977.0,True,Vật liệu,6697.0,Marc Francis Yeoh Min Chang,https://www.canone.com.my,121.0,False,False,False,False,False,721.4208826695371,20.7977207977208
379,380,dialog-group,"Thiết bị Dầu khí, Dịch vụ",Petaling Jaya,Malaysia,668.9,21.9,113.9,-5.3,1996.0,True,Năng lượng,2346.0,Ngau Boon Keat,https://www.dialogasia.com,2852.0,False,False,False,False,False,548.7284659557015,120.27455121436115
380,381,global-mediacom,Giải trí,Jakarta,Indonesia,667.6,-19.1,44.5,-44.0,2291.0,True,Truyền thông,7686.0,Hary Tanoesoedibjo,https://mediacom.co.id,236.0,False,False,False,False,False,825.2163164400496,79.46428571428571
381,382,aztech-global,"Điện tử, Thiết bị Điện",Singapore,Singapore,667.6,12.1,74.5,52.8,453.0,True,Công nghiệp,2600.0,Michael Mun,https://www.aztech.com,521.0,False,False,False,False,False,595.5396966993756,48.7565445026178
382,383,lanna-resources,"Khai thác, Sản xuất Dầu thô",Bangkok,Thái Lan,660.7,-8.7,60.0,-29.3,432.0,True,Vật liệu,838.0,Srihasak Arirachakaran,https://www.lannar.com,200.0,False,False,False,False,False,723.658269441402,84.86562942008486
383,384,svi,"Điện tử, Thiết bị Điện",Pathum Thani,Thái Lan,656.7,-12.4,26.6,-47.6,450.0,True,Công nghiệp,3081.0,Somchai Siripanyanon,https://www.svi-hq.com,395.0,False,False,False,False,False,749.6575342465754,50.76335877862596
384,385,toa-paint,Hóa chất,Bang Sao Thong,Thái Lan,646.4,8.5,73.9,82.1,619.0,True,Vật liệu,6106.0,Jatuphat Tangkaravakoon,https://www.toagroup.com/en/home,1365.0,False,False,False,False,False,595.7603686635945,40.58209774848984
385,386,loc-troi-group,Sản xuất thực phẩm,Long Xuyên,Việt Nam,644.6,38.0,6.6,-64.7,463.0,True,"Thực phẩm, Đồ uống & Thuốc lá",2929.0,Nguyen Duy Thuan,https://www.agpps.com.vn,95.0,False,False,False,False,False,467.10144927536237,18.69688385269122
386,387,straits-energy-resources,"Thiết bị Dầu khí, Dịch vụ",Kuala Lumpur,Malaysia,640.3,-9.6,1.6,10.7,132.0,True,Năng lượng,56.0,Ho Kam Choy,https://www.straits-interlogistics.com,26.0,False,False,False,False,False,708.2964601769911,1.4453477868112015
387,388,central-plaza-hotel,"Khách sạn, Sòng bạc, Khu nghỉ dưỡng",Bangkok,Thái Lan,640.1,24.0,35.9,215.1,1578.0,True,"Khách sạn, Nhà hàng & Giải trí",15181.0,Thirayuth Chirathivat,https://www.centralhotelsresorts.com,1639.0,False,False,False,False,False,516.2096774193549,11.393208505236434
388,389,converge-ict,Viễn thông,Angeles,Philippines,636.1,2.6,168.8,23.0,1844.0,True,Viễn thông,3379.0,Dennis Anthony H. Uy,https://www.convergeict.com,1183.0,False,False,False,False,False,619.9805068226121,137.2357723577236
389,390,uem-edgenta,Dịch vụ Gia công Đa ngành,Kuala Lumpur,Malaysia,632.3,10.0,6.8,-34.6,644.0,True,Dịch vụ kinh doanh,17443.0,Syahrunizam Samsudin,https://www.uemedgenta.com,160.0,False,False,False,False,False,574.8181818181818,10.397553516819572
390,391,cemindo-gemilang,"Vật liệu Xây dựng, Kính",Jakarta,Indonesia,631.4,-3.4,10.2,268.6567164,1166.0,True,Vật liệu,3857.0,Tony Liu,https://www.cemindo.com,1177.0,False,False,False,False,False,653.6231884057971,2.7668016195676177
391,392,hexindo-adiperkasa,Máy móc Xây dựng và Nông nghiệp,Jakarta,Indonesia,630.5,36.1,51.6,-6.3,463.0,True,Xe cộ & Phụ tùng,1740.0,Djonggi TP. Gultom,https://www.hexindo-tbk.co.id,306.0,False,False,False,False,False,463.2623071271124,55.069370330843114
392,393,lightinthebox-holding,Dịch vụ Internet và Bán lẻ,Singapore,Singapore,629.4,25.0,-9.6,83.1,126.0,False,Bán lẻ,667.0,Jian He,https://www.lightinthebox.com,84.0,False,False,False,False,False,503.52,-5.243036592026215
393,394,bangkok-airways,Hàng không,Bangkok,Thái Lan,624.9,71.4,89.4,248.1,1685.0,True,Vận tải,2294.0,Puttipong Prasarttong-Osoth,https://www.bangkokair.com,991.0,False,False,False,False,False,364.585764294049,25.682275208273488
394,395,propnex,Bất động sản,Singapore,Singapore,624.2,-16.4,35.6,-21.3,260.0,True,Dịch vụ kinh doanh,161.0,Mohamed Ismail Gafoore,https://www.propnex.com,480.0,False,False,False,False,False,746.6507177033493,45.23506988564168
395,396,dharma-satya-nusantara,Sản xuất thực phẩm,Jakarta,Indonesia,623.9,-4.0,55.2,-32.2,1051.0,True,"Thực phẩm, Đồ uống & Thuốc lá",20274.0,Andrianto Oetomo,https://www.dsn.co.id,415.0,False,False,False,False,False,649.8958333333334,81.41592920353983
396,397,abundance-international,Tài chính Đa ngành,Singapore,Singapore,623.4,9.5,-0.3,-121.0,69.0,False,Tài chính,209.0,Sam Kok Yin,https://www.abundance.com.sg,15.0,False,False,False,False,False,569.3150684931506,1.4285714285714288
397,398,wilcon-depot,Nhà bán lẻ Chuyên ngành: Khác,Thành phố Quezon,Philippines,622.5,0.8,62.7,-11.5,718.0,True,Bán lẻ,3595.0,Lorraine Belo-Cincochan,https://www.wilcon.com.ph,1186.0,True,False,False,False,False,617.5595238095239,70.84745762711864
398,399,an-phat-holdings,Hóa chất,Hải Dương,Việt Nam,609.7,-17.7,1.5,274.7,510.0,True,Vật liệu,4892.0,Pham Do Huy Cuong,https://www.anphatholdings.com,78.0,False,False,False,False,False,740.8262454434995,0.400320256204964
399,400,ciputra-development,Bất động sản,Jakarta,Indonesia,607.2,-1.3,121.3,-3.5,2866.0,True,Dịch vụ kinh doanh,3472.0,Candra Ciputra,https://www.ciputradevelopment.com,1377.0,False,False,False,False,False,615.1975683890578,125.69948186528498
400,401,airasia-x,Hàng không,Kuala Lumpur,Malaysia,607.2,-92.4,72.8,-99.0,683.6,True,Vận tải,1336.0,Benyamin Ismail,https://www.airasiax.com,141.0,False,False,False,False,False,7989.473684210531,7279.999999999994
401,402,elang-mahkota-teknologi,Giải trí,Jakarta,Indonesia,607.0,-8.7,-9.3,-102.5,2786.0,False,Truyền thông,7153.0,Alvin W. Sariaatmadja,https://www.emtek.co.id,1453.0,False,False,False,False,False,664.841182913472,372.00000000000136
402,403,diamond-food-indonesia,Sản xuất thực phẩm,Jakarta,Indonesia,606.9,6.3,20.4,-19.8,466.0,True,"Thực phẩm, Đồ uống & Thuốc lá",7777.0,Chen Tsen Nan,https://www.diamond.co.id,429.0,False,False,False,False,False,570.931326434619,25.436408977556106
403,404,d&l-industries,Hóa chất,Thành phố Quezon,Philippines,602.7,-24.7,41.3,-32.4,770.0,True,Hóa chất,1097.0,N/A,N/A,341.0,False,False,False,False,False,800.3984063745021,61.09467455621302
404,405,cortina-holdings,Nhà bán lẻ Chuyên ngành: Khác,Singapore,Singapore,601.8,13.2,55.7,9.3,482.0,True,Bán lẻ,613.0,Raymond Lim Jit Ming,https://www.cortina.com.sg,401.0,False,False,False,False,False,531.625441696113,50.96065873741995
405,406,mapletree-pan-asia-trust,Bất động sản,Singapore,Singapore,601.6,62.4,324.4,45.2,12660.0,True,Dịch vụ kinh doanh,447.0,Sharon Lim,https://www.mapletreepact.com,4853.0,True,False,False,False,False,370.4433497536946,223.4159779614325
406,407,kirana-megatara,Hóa chất,Jakarta,Indonesia,600.3,-22.5,-4.6,-187.0,298.0,False,Vật liệu,4207.0,Martinus Subandi Sinarya,https://www.kiranamegatara.com,116.0,False,False,False,False,False,774.5806451612902,5.28735632183908
407,408,alliance-bank-malaysia,Ngân hàng Thương mại,Kuala Lumpur,Malaysia,599.7,3.0,152.5,11.1,15036.0,True,Tài chính,3788.0,Kellee Kam,https://www.alliancebank.com.my,1240.0,False,False,False,False,False,582.2330097087379,137.26372637263728
408,409,vstecs,Nhà bán buôn: Điện tử và Thiết bị Văn phòng,Petaling Jaya,Malaysia,598.5,-5.2,14.7,8.2,179.0,True,Bán buôn,410.0,Soong Jan Hsung,https://www.vstecs.com.my,196.0,False,False,False,False,False,631.3291139240507,13.585951940850276
409,410,bangkok-insurance,Bảo hiểm: Tài sản và Tổn thất (cổ phần),Bangkok,Thái Lan,596.4,-13.4,87.5,579.0,2213.0,True,Chăm sóc sức khỏe,1647.0,Apisit Anantanatarat,https://www.bangkokinsurance.com,839.0,False,False,False,False,False,688.6836027713625,12.88659793814433
410,411,jb-foods,Sản phẩm Tiêu dùng Thực phẩm,Singapore,Singapore,595.8,16.9,1.9,-88.6,745.0,True,"Thực phẩm, Đồ uống & Thuốc lá",802.0,Tey How Keong,https://www.jbcocoa.com,110.0,False,False,False,False,False,509.66638152266887,16.66666666666665
411,412,central-proteina-prima,Sản xuất thực phẩm,Jakarta,Indonesia,592.9,6.7,26.4,4.6,445.0,True,"Thực phẩm, Đồ uống & Thuốc lá",1794.0,Hendri Laiman,https://www.cpp.co.id,184.0,False,False,False,False,False,555.6701030927835,25.239005736137663
