Unnamed: 0,Rank,Company,Industry,Headquarters City,Country,Revenues ($M),Revenue Percent Change,Profits ($M),Profits Percent Change,Assets ($M),Profitable,Female CEO,Sector,Fastest Growing Companies,Change the World,World's Most Admired Companies,Employees,Global 500,slug,CEO,Website,Market value ($M)
327,328,regional-container-lines,Shipping,Bangkok,Thailand,$780.3,-48.7%,$43.2,-93.9%,"$1,641",yes,no,Transportation,no,no,no,823,no,/company/regional-container-lines/,Twinchok Tanthuwanit,https://www.rclgroup.com,$460
328,329,samudera-indonesia,Shipping,Jakarta,Indonesia,$772.4,-32.9%,$74.6,-64.9%,"$1,257",yes,no,Transportation,no,no,no,"4,721",no,/company/samudera-indonesia/,Bani M. Mulia,https://www.samudera.id,$279
329,330,sarana-menara-nusantara,Telecommunications,Kudus,Indonesia,$771.1,3.6%,$213.7,-8%,"$4,444",yes,no,Telecommunications,no,no,no,"2,210",no,/company/sarana-menara-nusantara/,Ferdinandus Aming Santoso,https://www.ptsmn.co.id,"$2,472"
330,331,m-cash-integrasi,Internet Services and Retailing,Jakarta,Indonesia,$768.3,-7.5%,$0,-97.6%,$129,yes,no,Technology,no,no,no,670,no,/company/m-cash-integrasi/,Martin Suharlie,https://www.mcash.id,$62
331,332,quantum-clovera-investama,Diversified Financials,Jakarta,Indonesia,$766.9,-7.3%,$-3.7,45.1%,$189,no,no,Financials,no,no,no,225,no,/company/quantum-clovera-investama/,Budi Santoso Asmadi,https://quantumclovera.com,$10
332,333,osotspa,Beverages,Bangkok,Thailand,$766.1,-2.6%,$69.1,24.8%,$710,yes,no,"Food, Beverages & Tobacco",no,no,no,"3,171",no,/company/osotspa/,Wannipa Bhakdibutr,https://www.osotspa.com,"$1,742"
333,334,hana-microelectronics,Semiconductors and Other Electronic Components,Bangkok,Thailand,$765.8,-3.2%,$50.6,-15.9%,"$1,028",yes,no,Technology,no,no,no,"8,164",no,/company/hana-microelectronics/,Richard David Han,https://www.hanagroup.com,$925
334,335,smartfren-telecom,Telecommunications,Jakarta,Indonesia,$765.6,1.3%,$-7.2,-110%,"$2,926",no,no,Telecommunications,no,no,no,"2,431",no,/company/smartfren-telecom/,Merza Fachys,https://www.smartfren.com,"$1,322"
335,336,hong-leong-industries,Specialty Retailers: Other,Kuala Lumpur,Malaysia,$761.2,30.5%,$64.8,29.8%,$579,yes,no,Industrials,no,no,no,"2,460",no,/company/hong-leong-industries/,Jim Khor Mun Wei,https://www.hli.com.my,$705
336,337,serial-system,Wholesalers: Electronics and Office Equipment,Singapore,Singapore,$759,-16.3%,$-14.8,-221%,$399,no,no,Wholesaler,no,no,no,800,no,/company/serial-system/,Derek Goh,https://www.serialsystem.com,$33
337,338,bumi-serpong-damai,Real Estate,Tangerang,Indonesia,$757.9,9.8%,$127.8,-22.1%,"$4,341",yes,no,Business Services,no,no,no,"2,146",no,/company/bumi-serpong-damai/,Franciscus Xaverius R.D.,https://www.bsdcity.com,"$1,199"
338,339,sime-darby-property,Real Estate,Petaling Jaya,Malaysia,$754.3,20.8%,$89.5,24.5%,"$3,470",yes,no,Business Services,no,no,no,"1,520",no,/company/sime-darby-property/,Azmir Merican,https://www.simedarbyproperty.com,"$1,398"
339,340,polyplex-thailand,Chemicals,Bangkok,Thailand,$754,12.2%,$59.5,-45.3%,$755,yes,no,Materials,no,no,no,805,no,/company/polyplex-thailand/,Amit Prakash,https://www.polyplexthailand.com,$232
340,341,vinacomin-coal,"Mining, Crude-Oil Production",Hanoi,Vietnam,$752.5,33%,$7.5,-48%,$99,yes,no,Industrials,no,no,no,150,no,/company/vinacomin-coal/,Pham Minh,https://www.coalimex.vn,$35
341,342,kpj-healthcare,Health Care: Medical Facilities,Kuala Lumpur,Malaysia,$750.3,14.8%,$57.8,52%,"$1,579",yes,no,Health Care,no,no,no,"16,433",no,/company/kpj-healthcare/,Chin Keat Chyuan,https://www.kpjhealth.com.my/,"$1,849"
342,343,pharmaniaga,Pharmaceuticals,Shah Alam,Malaysia,$747.2,-5.8%,$-17.6,87.7%,$417,no,no,Health Care,no,no,no,"3,476",no,/company/pharmaniaga/,Zulkifli Jafar,https://www.pharmaniaga.com,$103
343,344,tembaga-mulia-semanan,Metals,Jakarta Barat,Indonesia,$743.6,2.9%,$6.2,18.2%,$142,yes,no,Industrials,no,no,no,294,no,/company/tembaga-mulia-semanan/,Kenji Yamaguchi,https://www.pttms.co.id,$43
344,345,kulicke-and-soffa,Semiconductors and Other Electronic Components,Singapore,Singapore,$742.5,-50.6%,$57.2,-86.8%,"$1,500",yes,no,Technology,yes,no,no,"2,877",no,/company/kulicke-and-soffa/,Fusen Chen,https://www.kns.com/,"$2,460"
345,346,vietnam-export-import-bank,Commercial Banks,Ho Chi Minh City,Vietnam,$740.2,19.2%,$90.9,-27.9%,"$8,302",yes,no,Financials,no,no,no,"6,234",no,/company/vietnam-export-import-bank/,Nguyen Hoang Hai,https://www.eximbank.com.vn,"$1,233"
346,347,syarikat-takaful-malaysia,"Insurance: Life, Health (stock)",Kuala Lumpur,Malaysia,$738.1,26.1%,$76.1,18.2%,"$3,197",yes,no,Health Care,no,no,no,"1,035",no,/company/syarikat-takaful-malaysia/,Nor Azman Zainal,https://www.takaful-malaysia.com.my,$650
347,348,bumrungrad-hospital,Health Care: Medical Facilities,Bangkok,Thailand,$735.4,22.9%,$201.5,42.6%,$850,yes,yes,Health Care,no,no,no,"4,325",no,/company/bumrungrad-hospital/,Artirat Charukitpipat,https://www.bumrungrad.com,"$5,253"
348,349,siloam-international-hospitals,Health Care: Medical Facilities,Tangerang,Indonesia,$735,14.5%,$79.6,69.4%,$713,yes,no,Health Care,no,no,no,"14,142",no,/company/siloam-intl-hospitals/,,,$753
349,350,sahaviriya-steel-industries,Metals,Bangkok,Thailand,$734.2,-25.5%,$62.2,189.8%,$659,yes,no,Materials,no,no,no,"1,794",no,/company/sahaviriya-steel-industries/,Win Viriyaprapaikit,https://www.ssi-steel.com,$745
350,351,ton-dong-a,Metals,Di An,Vietnam,$731.9,-20.8%,$11.9,200.6%,$476,yes,no,Materials,no,no,no,"1,457",no,/company/ton-dong-a/,Ho Song Ngoc,https://www.tondonga.com.vn,$97
351,352,krungthai-card,Diversified Financials,Bangkok,Thailand,$730.9,9.9%,$209.8,3.5%,"$3,284",yes,no,Financials,no,no,no,"1,649",no,/company/krungthai-card/,Pittaya Vorapanyasakul,https://www.ktc.co.th,"$2,990"
352,353,petrovietnam-general,Wholesalers: Diversified,Ho Chi Minh City,Vietnam,$722.8,-3.7%,$4.7,-0.8%,$391,yes,no,Industrials,no,no,no,"2,913",no,/company/petrovietnam-general/,Vu Tien Duong,https://www.petrosetco.com.vn,$103
353,354,millennium-group-asia,"Automotive Retailing, Services",Bangkok,Thailand,$722.7,9.4%,$7.8,-55.1%,$450,yes,no,Motor Vehicles & Parts,no,no,no,"2,952",no,/company/millennium-group-asia/,Sunhavut Thamchuanviriya,https://www.mgc-asia.com,$153
354,355,north-east-rubber,Chemicals,Prakhon Chai,Thailand,$720.7,-0.1%,$44.4,-11.2%,$490,yes,no,Materials,no,no,no,"1,034",no,/company/north-east-rubber/,Chuwit Jungtanasomboon,https://www.nerubber.com,$277
355,356,multipolar,Information Technology Services,Jakarta,Indonesia,$720.1,-2.2%,$11.3,10.8%,$850,yes,no,Technology,no,no,no,385,no,/company/multipolar/,Adrian Suherman,https://www.multipolar.com,$177
356,357,waskita-karya,Engineering & Construction,Jakarta,Indonesia,$719.5,-30.3%,$-247.7,-93.3%,"$6,210",no,no,Engineering & Construction,no,no,no,"1,517",no,/company/waskita-karya/,Muhammad Hanugroho,https://www.waskita.co.id,$359
357,358,gunung-raja-paksi,Metals,Bekasi,Indonesia,$709.8,-24.9%,$37.7,-35.4%,"$1,229",yes,no,Materials,no,no,no,"3,725",no,/company/gunung-raja-paksi/,Fedaus,https://www.gunungrajapaksi.com,$306
358,359,muangthai-capital,Diversified Financials,Bangkok,Thailand,$705.2,22.8%,$141.1,-3.2%,"$4,371",yes,no,Financials,no,no,no,"14,438",no,/company/muangthai-capital/,Chuchat Petaumpai,https://www.muangthaicap.com,"$2,602"
359,360,sc-asset,Real Estate,Bangkok,Thailand,$704.1,14%,$71.4,-2.4%,"$1,860",yes,no,Business Services,no,no,no,"1,473",no,/company/sc-asset/,Natthaphong Kunakornwong,https://www.scasset.com,$436
360,361,sawit-sumbermas-sarana,Food Production,Pangkalan Bun,Indonesia,$703,-7.3%,$33.7,-72.8%,$767,yes,no,"Food, Beverages & Tobacco",no,no,no,"18,044",no,/company/sawit-sumbermas-sarana/,Jap Hartono,https://www.ssms.co.id,$622
361,362,pruksa-holding,Real Estate,Bangkok,Thailand,$695.2,-14.5%,$63.4,-20.1%,"$1,996",yes,no,Business Services,no,no,no,908,no,/company/pruksa-holding/,Uten Lohachitpitaks,https://www.psh.co.th,$685
362,363,metro-retail-stores-group,General Merchandisers,Mandaue City,Philippines,$694.1,-1.6%,$11.1,-34.1%,$427,yes,no,Retailing,no,no,no,"7,175",no,/company/metro-retail-stores-group/,Frank S. Gaisano,https://www.metroretail.com.ph,$70
363,364,garudafood-putra-putri-jaya,Food Consumer Products,Jakarta Selatan,Indonesia,$692.5,-2.3%,$38.1,32.9%,$482,yes,no,"Food, Beverages & Tobacco",no,no,no,"8,842",no,/company/garudafood-putra-putri-jaya/,Hardianto Atmadja,https://www.garudafood.com,$941
364,365,kenon-holdings,Utilities: Gas and Electric,Singapore,Singapore,$691.8,20.5%,$-236,-175.5%,"$4,108",no,no,Energy,no,no,no,325,no,/company/kenon-holdings/,Robert Rosen,https://www.kenon-holdings.com,"$1,202"
365,366,vinatex,Apparel,Hanoi,Vietnam,$691.3,-11.7%,$7,-72.7%,$786,yes,no,Wholesaler,no,no,no,"27,228",no,/company/vinatex/,Cao Huu Hieu,https://vinatex.com.vn,$237
366,367,malayan-flour-mills,Food Production,Kuala Lumpur,Malaysia,$691.1,4.1%,$-1.5,-104.5%,$562,no,no,"Food, Beverages & Tobacco",no,no,no,"3,839",no,/company/malayan-flour-mills/,Teh Wee Chye,https://www.mfm.com.my,$172
367,368,thoresen-thai-agencies,Shipping,Bangkok,Thailand,$689.4,-17.8%,$35,-62.6%,"$1,251",yes,no,Transportation,no,no,no,108,no,/company/thoresen-thai-agencies/,Chalermchai Mahagitsiri,https://www.thoresen.com,$310
368,369,putra-mandiri-jembar,"Automotive Retailing, Services",Jakarta,Indonesia,$689.3,-11.2%,$14.6,-22.4%,$298,yes,no,Motor Vehicles & Parts,no,no,no,"2,097",no,/company/putra-mandiri-jembar/,Fritz Gunawan,https://www.ptpmj.co.id,$112
369,370,super-hi-international,Food Services,Singapore,Singapore,$686.4,23%,$25.7,162.2%,$577,yes,no,"Hotels, Restaurants & Leisure",no,no,no,"11,186",no,/company/super-hi-international/,Li Yu,https://www.superhiinternational.com,"$1,130"
370,371,parkson-holdings,General Merchandisers,Kuala Lumpur,Malaysia,$685.2,3.2%,$-4.2,83.1%,"$1,858",no,no,Retailing,no,no,no,"6,700",no,/company/parkson-holdings/,Cheng Heng Jem,https://lionind.com.my/parkson,$58
371,372,bts-group-holdings,Railroads,Bangkok,Thailand,$685,-28.3%,$52.1,-55.5%,"$7,954",yes,no,Transportation,no,no,no,"5,880",no,/company/bts-group-holdings/,Kavin Kanjanapas,https://www.btsgroup.co.th,"$2,255"
372,373,scgjwd-logistics,Transportation and Logistics,Bangkok,Thailand,$682.8,304.2%,$21.9,51.8%,"$1,141",yes,no,Transportation,no,no,no,"4,120",no,/company/scgjwd-logistics/,Charvanin Bunditkitsada and Bunn Kasemsup,https://www.scgjwd.com/en,$718
373,374,tisco-financial-group,Diversified Financials,Bangkok,Thailand,$681.4,13.8%,$209.9,1.5%,"$8,464",yes,no,Financials,no,no,no,"5,496",no,/company/tisco-financial-group/,Sakchai Peechapat,https://www.tisco.co.th,"$2,100"
374,375,double-a,Forest and Paper Products,Chachoengsao,Thailand,$679.8,1.4%,$49.2,85.2%,$784,yes,no,Materials,no,no,no,"2,591",no,/company/double-a/,Yothin  Dumnernchanvanit,https://www.doubleapaper.com,$496
375,376,coteccons-construction,Engineering & Construction,Ho Chi Minh City,Vietnam,$679.1,32.5%,$2.9,519.1%,"$1,009",yes,no,Engineering & Construction,no,no,no,"1,985",no,/company/coteccons-construction/,Vo Hoang Lam,https://www.coteccons.vn,$262
376,377,igg,Entertainment,Singapore,Singapore,$672.6,14.7%,$9.3,114.5%,$474,yes,no,Technology,no,no,no,"1,976",no,/company/igg/,Zongjian Cai,https://www.igg.com,$477
377,378,anabatic-technologies,Information Technology Services,Jakarta,Indonesia,$670.4,27.3%,$15.5,233%,$353,yes,no,Technology,no,no,no,"1,596",no,/company/anabatic-technologies/,Harry Surjanto Hambali,https://www.anabatic.com,$55
378,379,can-one,"Packaging, Containers",Petaling Jaya,Malaysia,$670.2,-7.1%,$7.3,-64.9%,$977,yes,no,Materials,no,no,no,"6,697",no,/company/can-one/,Marc Francis Yeoh Min Chang,https://www.canone.com.my,$121
379,380,dialog-group,"Oil and Gas Equipment, Services",Petaling Jaya,Malaysia,$668.9,21.9%,$113.9,-5.3%,"$1,996",yes,no,Energy,no,no,no,"2,346",no,/company/dialog-group/,Ngau Boon Keat,https://www.dialogasia.com,"$2,852"
380,381,global-mediacom,Entertainment,Jakarta,Indonesia,$667.6,-19.1%,$44.5,-44%,"$2,291",yes,no,Media,no,no,no,"7,686",no,/company/global-mediacom/,Hary Tanoesoedibjo,https://mediacom.co.id,$236
381,382,aztech-global,"Electronics, Electrical Equip",Singapore,Singapore,$667.6,12.1%,$74.5,52.8%,$453,yes,no,Industrials,no,no,no,"2,600",no,/company/aztech-global/,Michael Mun,https://www.aztech.com,$521
382,383,lanna-resources,"Mining, Crude-Oil Production",Bangkok,Thailand,$660.7,-8.7%,$60,-29.3%,$432,yes,no,Materials,no,no,no,838,no,/company/lanna-resources/,Srihasak Arirachakaran,https://www.lannar.com,$200
383,384,svi,"Electronics, Electrical Equip",Pathum Thani,Thailand,$656.7,-12.4%,$26.6,-47.6%,$450,yes,no,Industrials,no,no,no,"3,081",no,/company/svi/,Somchai Siripanyanon,https://www.svi-hq.com,$395
384,385,toa-paint,Chemicals,Bang Sao Thong,Thailand,$646.4,8.5%,$73.9,82.1%,$619,yes,no,Materials,no,no,no,"6,106",no,/company/toa-paint/,Jatuphat Tangkaravakoon,https://www.toagroup.com/en/home,"$1,365"
385,386,loc-troi-group,Food Production,Long Xuyen,Vietnam,$644.6,38%,$6.6,-64.7%,$463,yes,no,"Food, Beverages & Tobacco",no,no,no,"2,929",no,/company/loc-troi-group/,Nguyen Duy Thuan,https://www.agpps.com.vn,$95
386,387,straits-energy-resources,"Oil and Gas Equipment, Services",Kuala Lumpur,Malaysia,$640.3,-9.6%,$1.6,10.7%,$132,yes,no,Energy,no,no,no,56,no,/company/straits-energy-resources/,Ho Kam Choy,https://www.straits-interlogistics.com,$26
387,388,central-plaza-hotel,"Hotels, Casinos, Resorts",Bangkok,Thailand,$640.1,24%,$35.9,215.1%,"$1,578",yes,no,"Hotels, Restaurants & Leisure",no,no,no,"15,181",no,/company/central-plaza-hotel/,Thirayuth Chirathivat,https://www.centralhotelsresorts.com,"$1,639"
388,389,converge-ict,Telecommunications,Angeles,Philippines,$636.1,2.6%,$168.8,23%,"$1,844",yes,no,Telecommunications,no,no,no,"3,379",no,/company/converge-ict/,Dennis Anthony H. Uy,https://www.convergeict.com,"$1,183"
389,390,uem-edgenta,Diversified Outsourcing Services,Kuala Lumpur,Malaysia,$632.3,10%,$6.8,-34.6%,$644,yes,no,Business Services,no,no,no,"17,443",no,/company/uem-edgenta/,Syahrunizam Samsudin,https://www.uemedgenta.com,$160
390,391,cemindo-gemilang,"Building Materials, Glass",Jakarta,Indonesia,$631.4,-3.4%,$10.2,268.6567164%,"$1,166",yes,no,Materials,no,no,no,"3,857",no,/company/cemindo-gemilang/,Tony Liu,https://www.cemindo.com,"$1,177"
391,392,hexindo-adiperkasa,Construction and Farm Machinery,Jakarta,Indonesia,$630.5,36.1%,$51.6,-6.3%,$463,yes,no,Motor Vehicles & Parts,no,no,no,"1,740",no,/company/hexindo-adiperkasa/,Djonggi TP. Gultom,https://www.hexindo-tbk.co.id,$306
392,393,lightinthebox-holding,Internet Services and Retailing,Singapore,Singapore,$629.4,25%,$-9.6,83.1%,$126,no,no,Retailing,no,no,no,667,no,/company/lightinthebox-holding/,Jian He,https://www.lightinthebox.com,$84
393,394,bangkok-airways,Airlines,Bangkok,Thailand,$624.9,71.4%,$89.4,248.1%,"$1,685",yes,no,Transportation,no,no,no,"2,294",no,/company/bangkok-airways/,Puttipong Prasarttong-Osoth,https://www.bangkokair.com,$991
394,395,propnex,Real Estate,Singapore,Singapore,$624.2,-16.4%,$35.6,-21.3%,$260,yes,no,Business Services,no,no,no,161,no,/company/propnex/,Mohamed Ismail Gafoore,https://www.propnex.com,$480
395,396,dharma-satya-nusantara,Food Production,Jakarta,Indonesia,$623.9,-4%,$55.2,-32.2%,"$1,051",yes,no,"Food, Beverages & Tobacco",no,no,no,"20,274",no,/company/dharma-satya-nusantara/,Andrianto Oetomo,https://www.dsn.co.id,$415
396,397,abundance-international,Diversified Financials,Singapore,Singapore,$623.4,9.5%,$-0.3,-121%,$69,no,no,Financials,no,no,no,209,no,/company/abundance-international/,Sam Kok Yin,https://www.abundance.com.sg,$15
397,398,wilcon-depot,Specialty Retailers: Other,Quezon City,Philippines,$622.5,0.8%,$62.7,-11.5%,$718,yes,yes,Retailing,no,no,no,"3,595",no,/company/wilcon-depot/,Lorraine Belo-Cincochan,https://www.wilcon.com.ph,"$1,186"
398,399,an-phat-holdings,Chemicals,Hai Duong,Vietnam,$609.7,-17.7%,$1.5,274.7%,$510,yes,no,Materials,no,no,no,"4,892",no,/company/an-phat-holdings/,Pham Do Huy Cuong,https://www.anphatholdings.com,$78
399,400,ciputra-development,Real Estate,Jakarta,Indonesia,$607.2,-1.3%,$121.3,-3.5%,"$2,866",yes,no,Business Services,no,no,no,"3,472",no,/company/ciputra-development/,Candra Ciputra,https://www.ciputradevelopment.com,"$1,377"
400,401,airasia-x,Airlines,Kuala Lumpur,Malaysia,$607.2,-92.4%,$72.8,-99%,$683.6,yes,no,Transportation,no,no,no,"1,336",no,/company/airasia-x/,Benyamin Ismail,https://www.airasiax.com,$141
401,402,elang-mahkota-teknologi,Entertainment,Jakarta,Indonesia,$607,-8.7%,$-9.3,-102.5%,"$2,786",no,no,Media,no,no,no,"7,153",no,/company/elang-mahkota-teknologi/,Alvin W. Sariaatmadja,https://www.emtek.co.id,"$1,453"
402,403,diamond-food-indonesia,Food Production,Jakarta,Indonesia,$606.9,6.3%,$20.4,-19.8%,$466,yes,no,"Food, Beverages & Tobacco",no,no,no,"7,777",no,/company/diamond-food-indonesia/,Chen Tsen Nan,https://www.diamond.co.id,$429
403,404,d&l-industries,Chemicals,Quezon City,Philippines,$602.7,-24.7%,$41.3,-32.4%,$770,yes,no,Chemicals,no,no,no,"1,097",no,/company/d-l-industries/,,,$341
404,405,cortina-holdings,Specialty Retailers: Other,Singapore,Singapore,$601.8,13.2%,$55.7,9.3%,$482,yes,no,Retailing,no,no,no,613,no,/company/cortina-holdings/,Raymond Lim Jit Ming,https://www.cortina.com.sg,$401
405,406,mapletree-pan-asia-trust,Real Estate,Singapore,Singapore,$601.6,62.4%,$324.4,45.2%,"$12,660",yes,yes,Business Services,no,no,no,447,no,/company/mapletree-pan-asia-trust/,Sharon Lim,https://www.mapletreepact.com,"$4,853"
406,407,kirana-megatara,Chemicals,Jakarta,Indonesia,$600.3,-22.5%,$-4.6,-187%,$298,no,no,Materials,no,no,no,"4,207",no,/company/kirana-megatara/,Martinus Subandi Sinarya,https://www.kiranamegatara.com,$116
407,408,alliance-bank-malaysia,Commercial Banks,Kuala Lumpur,Malaysia,$599.7,3%,$152.5,11.1%,"$15,036",yes,no,Financials,no,no,no,"3,788",no,/company/alliance-bank-malaysia/,Kellee Kam,https://www.alliancebank.com.my,"$1,240"
408,409,vstecs,Wholesalers: Electronics and Office Equipment,Petaling Jaya,Malaysia,$598.5,-5.2%,$14.7,8.2%,$179,yes,no,Wholesaler,no,no,no,410,no,/company/vstecs/,Soong Jan Hsung,https://www.vstecs.com.my,$196
409,410,bangkok-insurance,Insurance: Property and Casualty (stock),Bangkok,Thailand,$596.4,-13.4%,$87.5,579%,"$2,213",yes,no,Health Care,no,no,no,"1,647",no,/company/bangkok-insurance/,Apisit Anantanatarat,https://www.bangkokinsurance.com,$839
410,411,jb-foods,Food Consumer Products,Singapore,Singapore,$595.8,16.9%,$1.9,-88.6%,$745,yes,no,"Food, Beverages & Tobacco",no,no,no,802,no,/company/jb-foods/,Tey How Keong,https://www.jbcocoa.com,$110
411,412,central-proteina-prima,Food Production,Jakarta,Indonesia,$592.9,6.7%,$26.4,4.6%,$445,yes,no,"Food, Beverages & Tobacco",no,no,no,"1,794",no,/company/central-proteina-prima/,Hendri Laiman,https://www.cpp.co.id,$184
412,413,bac-a-commercial-bank,Commercial Banks,Vinh,Vietnam,$590.9,28%,$35.9,0.8%,"$6,275",yes,yes,Financials,no,no,no,"3,680",no,/company/bac-a-commercial-bank/,Thai Huong,https://www.baca-bank.vn,$435
413,414,om-holdings,Metals,Singapore,Singapore,$589.2,-31.2%,$18.1,-73.3%,$941,yes,no,Materials,no,no,no,"1,105",no,/company/om-holdings/,Low Ngee Tong,https://www.omholdingsltd.com,$238
414,415,pan-brothers,Apparel,Tangerang,Indonesia,$581.6,-15.7%,$-1.2,-133.2%,$697,no,no,Apparel,no,no,no,"27,038",no,/company/pan-brothers/,Ludijanto Setijo,https://www.panbrotherstbk.com,$30
415,416,bank-mayapada-international,Commercial Banks,Jakarta,Indonesia,$581.5,10.6%,$1.5,-17.1%,"$9,191",yes,no,Financials,no,no,no,"2,821",no,/company/bank-mayapada-intl/,,,"$2,190"
416,417,sia-engineering,Transportation Equipment,Singapore,Singapore,$579.6,38%,$48.3,-3.6%,"$1,492",yes,no,Transportation,no,no,no,"5,515",no,/company/sia-engineering/,Chin Yau Seng,https://www.siaec.com.sg,"$1,859"
417,418,ioi-properties-group,Real Estate,Putrajaya,Malaysia,$577.8,-5.7%,$310.4,91%,"$9,137",yes,no,Business Services,no,no,no,"2,475",no,/company/ioi-properties-group/,Lee Yeow Seng,https://www.ioiproperties.com.my,"$2,494"
418,419,petrosea,Engineering & Construction,South Tangerang,Indonesia,$577.6,21.3%,$12.2,-70.2%,$728,yes,no,Engineering & Construction,no,no,no,"5,388",no,/company/petrosea/,Michael,https://www.petrosea.com,$341
419,420,pan-united,"Building Materials, Glass",Singapore,Singapore,$576.5,12.9%,$25.5,50.7%,$344,yes,yes,Industrials,no,no,no,756,no,/company/pan-united/,May Ng Bee Bee,https://www.panunited.com.sg,$230
420,421,smc-investment-trading,Metals,Ho Chi Minh City,Vietnam,$575.2,-42%,$-37.2,-50.1%,$255,no,no,Materials,no,no,no,934,no,/company/smc-investment-trading/,Dang Huy Hiep,https://smc.vn,$35
421,422,tmt-steel,Metals,Bangkok,Thailand,$574.8,-9.5%,$9.6,42%,$260,yes,no,Materials,no,no,no,"1,410",no,/company/tmt-steel/,Paisal Tarasansombat,https://www.tmtsteel.co.th,$124
422,423,wasco,Energy,Kuala Lumpur,Malaysia,$571.9,6.1%,$23.8,1763.6%,$642,yes,no,Energy,no,no,no,"5,752",no,/company/wasco/,Gian Carlo Maccagno,https://wascoenergy.com/,$235
423,424,national-power-supply,Utilities: Gas and Electric,Prachin Buri,Thailand,$571.8,3.3%,$-1.6,91.5%,$939,no,no,Energy,no,no,no,"2,596",no,/company/national-power-supply/,Yothin Dumnernchanvanit,https://www.npsplc.com,$284
424,425,mah-sing-group,Real Estate,Kuala Lumpur,Malaysia,$571.3,8.2%,$47.3,15.2%,"$1,398",yes,no,Business Services,no,no,no,"2,189",no,/company/mah-sing-group/,Leong Hoy Kum,https://www.mahsing.com.my,$654
425,426,petrovietnam-fertilizer,Chemicals,Ho Chi Minh City,Vietnam,$569.7,-28.5%,$21.8,-90.8%,$549,yes,no,Chemicals,no,no,no,"1,545",no,/company/petrovietnam-fertilizer/,Phan Cong Thanh,https://dpm.vn,$488
426,427,kaset-thai-international-sugar,Food Production,Nakhon Sawan,Thailand,$568.7,40.2%,$55.5,320.2%,$410,yes,no,"Food, Beverages & Tobacco",no,no,no,"2,957",no,/company/kaset-thai-intl-sugar/,,,$604
427,428,skp-resources,"Electronics, Electrical Equip",Batu Pahat,Malaysia,$565.8,1.7%,$31.6,-23.9%,$293,yes,no,Materials,no,no,no,"7,983",no,/company/skp-resources/,Gan Poh San,https://www.skpres.com,$334
428,429,malaysian-resources-(mrcb),Real Estate,Kuala Lumpur,Malaysia,$556.8,-23.7%,$22.2,50.2%,"$1,927",yes,no,Engineering & Construction,no,no,no,"1,554",no,/company/malaysian-resources/,,,"$1,087"
429,430,tan-chong-motor-holdings,Motor Vehicles & Parts,Kuala Lumpur,Malaysia,$555.9,-20%,$-28.3,-142.8%,"$1,114",no,no,Industrials,no,no,no,"1,451",no,/company/tan-chong-motor-holdings/,Ho Wai Ming,https://www.tanchonggroup.com,$116
430,431,bld-plantation,Food Production,Kuching,Malaysia,$555.3,-7.7%,$6.8,-63.5%,$281,yes,no,"Food, Beverages & Tobacco",no,no,no,"1,500",no,/company/bld-plantation/,Henry Lau Lee Kong,https://www.bldpb.com.my,$216
431,432,capitaland-ascott-trust,Real Estate,Singapore,Singapore,$554.5,23%,$176.5,28.1%,"$6,620",yes,yes,Business Services,no,no,no,"1,734",no,/company/capitaland-ascott-trust/,Serena Teo Joo Ling,https://www.capitalandascotttrust.com,"$2,523"
432,433,pan-group,Food Production,Ben Luc,Vietnam,$554.4,-5.1%,$17,6.5%,$832,yes,yes,Materials,no,no,no,"10,445",no,/company/pan-group/,Nguyen Thi Tra My,https://thepangroup.vn,$176
433,434,frencken-group,Industrial Machinery,George Town,Malaysia,$553.3,-3%,$24.2,-35.8%,$558,yes,no,Industrials,no,no,no,"3,700",no,/company/frencken-group/,Dennis Au,https://www.frenckengroup.com,$457
434,435,manila-water,Utilities: Gas and Electric,Quezon City,Philippines,$552.4,31.7%,$100.6,-7.7%,"$3,786",yes,no,Energy,no,no,no,"2,524",no,/company/manila-water/,Jose Victor Emmanuel A. de Dios,https://www.manilawater.com,"$1,271"
435,436,millcon-steel,Metals,Bangkok,Thailand,$550.6,3.3%,$-27.1,-697.1%,$610,no,no,Materials,no,no,no,821,no,/company/millcon-steel/,Pravit Horungruang,https://www.millconsteel.com,$28
436,437,ann-joo-resources,Metals,Petaling Jaya,Malaysia,$550.4,-20.4%,$-0.5,98.4%,$692,no,no,Materials,no,no,no,"2,305",no,/company/ann-joo-resources/,Lim Hong Thye,https://www.annjoo.com.my,$134
437,438,carabao-group,Beverages,Bangkok,Thailand,$547.5,-1.7%,$55.3,-15.4%,$569,yes,no,"Food, Beverages & Tobacco",no,no,no,"2,750",no,/company/carabao-group/,Sathien Sathientham,https://www.carabaogroup.com,"$1,848"
438,439,triputra-agro-persada,Food Production,Jakarta,Indonesia,$546.9,-13.2%,$105.6,-47.5%,$901,yes,no,"Food, Beverages & Tobacco",no,no,no,"21,390",no,/company/triputra-agro-persada/,Tjandra Karya Hermanto,https://www.tap-agri.com,$765
439,440,cikarang-listrindo,Utilities: Gas and Electric,Jakarta,Indonesia,$546.1,-0.8%,$77,6.1%,"$1,324",yes,no,Energy,no,no,no,807,no,/company/cikarang-listrindo/,Andrew K. Labbaika,https://www.listrindo.com,$663
